paper_id,rank,topic,score,subfield,field,domain
https://openalex.org/W4415700289,3,Consumer Market Behavior and Pricing,0.14489999413490295,Marketing,"Business, Management and Accounting",Social Sciences
https://openalex.org/W4416694456,1,Global trade and economics,0.6151000261306763,"General Economics, Econometrics and Finance","Economics, Econometrics and Finance",Social Sciences
https://openalex.org/W4416694456,2,Economics of Agriculture and Food Markets,0.0754999965429306,Economics and Econometrics,"Economics, Econometrics and Finance",Social Sciences
https://openalex.org/W4416694456,3,Monetary Policy and Economic Impact,0.06449999660253525,"General Economics, Econometrics and Finance","Economics, Econometrics and Finance",Social Sciences
https://openalex.org/W4382726607,1,Corporate Taxation and Avoidance,0.9868000149726868,Accounting,"Business, Management and Accounting",Social Sciences
https://openalex.org/W4382726607,2,Corporate Finance and Governance,0.9815000295639038,Accounting,"Business, Management and Accounting",Social Sciences
https://openalex.org/W4382726607,3,Financial Reporting and Valuation Research,0.9420999884605408,Strategy and Management,"Business, Management and Accounting",Social Sciences
https://openalex.org/W4408999063,1,Economic theories and models,0.9987999796867371,Economics and Econometrics,"Economics, Econometrics and Finance",Social Sciences
https://openalex.org/W4408999063,2,Economic Theory and Policy,0.9908999800682068,"General Economics, Econometrics and Finance","Economics, Econometrics and Finance",Social Sciences
https://openalex.org/W4408999063,3,Economic Theory and Institutions,0.9675999879837036,Economics and Econometrics,"Economics, Econometrics and Finance",Social Sciences
https://openalex.org/W1573228906,1,Global trade and economics,0.984000027179718,"General Economics, Econometrics and Finance","Economics, Econometrics and Finance",Social Sciences
https://openalex.org/W1573228906,2,Merger and Competition Analysis,0.9710000157356262,Economics and Econometrics,"Economics, Econometrics and Finance",Social Sciences
https://openalex.org/W3121913339,1,Financial Markets and Investment Strategies,0.9868999719619751,Finance,"Economics, Econometrics and Finance",Social Sciences
https://openalex.org/W3121913339,2,Economic theories and models,0.9836999773979187,Economics and Econometrics,"Economics, Econometrics and Finance",Social Sciences
https://openalex.org/W3121913339,3,Complex Systems and Time Series Analysis,0.9588000178337097,Economics and Econometrics,"Economics, Econometrics and Finance",Social Sciences
https://openalex.org/W3122153890,1,Taxation and Compliance Studies,0.9509999752044678,Economics and Econometrics,"Economics, Econometrics and Finance",Social Sciences
https://openalex.org/W3122153890,2,"Poverty, Education, and Child Welfare",0.9291999936103821,Safety Research,Social Sciences,Social Sciences
https://openalex.org/W3122153890,3,Social Capital and Networks,0.9106000065803528,Sociology and Political Science,Social Sciences,Social Sciences
https://openalex.org/W3123175793,1,ICT Impact and Policies,0.9922000169754028,Media Technology,Engineering,Physical Sciences
https://openalex.org/W3123175793,2,Regional Economics and Spatial Analysis,0.9527999758720398,Economics and Econometrics,"Economics, Econometrics and Finance",Social Sciences
https://openalex.org/W3123175793,3,Social Capital and Networks,0.9435999989509583,Sociology and Political Science,Social Sciences,Social Sciences
https://openalex.org/W3125837147,1,Sustainable Development and Environmental Policy,0.1889999955892563,"Management, Monitoring, Policy and Law",Environmental Science,Physical Sciences
https://openalex.org/W3135546676,1,Air Quality and Health Impacts,0.998199999332428,"Health, Toxicology and Mutagenesis",Environmental Science,Physical Sciences
https://openalex.org/W3135546676,2,Environmental Justice and Health Disparities,0.9710000157356262,Sociology and Political Science,Social Sciences,Social Sciences
https://openalex.org/W3135546676,3,Impact of Light on Environment and Health,0.9334999918937683,Global and Planetary Change,Environmental Science,Physical Sciences
https://openalex.org/W3141633323,1,Game Theory and Voting Systems,0.9940000176429749,Economics and Econometrics,"Economics, Econometrics and Finance",Social Sciences
https://openalex.org/W3141633323,2,Electoral Systems and Political Participation,0.9922999739646912,Political Science and International Relations,Social Sciences,Social Sciences
https://openalex.org/W3141633323,3,Local Government Finance and Decentralization,0.972000002861023,Political Science and International Relations,Social Sciences,Social Sciences
https://openalex.org/W3151088549,1,Economic Growth and Productivity,0.9979000091552734,Economics and Econometrics,"Economics, Econometrics and Finance",Social Sciences
https://openalex.org/W3151088549,2,Regional Development and Policy,0.9836000204086304,Political Science and International Relations,Social Sciences,Social Sciences
https://openalex.org/W3151088549,3,Economic Policies and Impacts,0.9704999923706055,Economics and Econometrics,"Economics, Econometrics and Finance",Social Sciences
https://openalex.org/W3156622623,1,Global Health Care Issues,0.9976999759674072,General Health Professions,Health Professions,Health Sciences
https://openalex.org/W3156622623,2,Healthcare Policy and Management,0.9434000253677368,Economics and Econometrics,"Economics, Econometrics and Finance",Social Sciences
https://openalex.org/W3156622623,3,"Insurance, Mortality, Demography, Risk Management",0.9430000185966492,Demography,Social Sciences,Social Sciences
https://openalex.org/W4225112740,1,Contemporary Sociological Theory and Practice,0.003000000026077032,Sociology and Political Science,Social Sciences,Social Sciences
https://openalex.org/W4225112740,2,Posthumanist Ethics and Activism,0.002899999963119626,Cultural Studies,Social Sciences,Social Sciences
https://openalex.org/W4225112740,3,Academic and Historical Perspectives in Psychology,0.002899999963119626,General Psychology,Psychology,Social Sciences
https://openalex.org/W4378836444,1,Diverse Perspectives in Modern Studies,0.01679999940097332,Economics and Econometrics,"Economics, Econometrics and Finance",Social Sciences
https://openalex.org/W4378836444,2,Legal case studies and regulations,0.01080000028014183,Political Science and International Relations,Social Sciences,Social Sciences
https://openalex.org/W4378836444,3,Regulation and Compliance Studies,0.008999999612569809,Strategy and Management,"Business, Management and Accounting",Social Sciences
https://openalex.org/W4403853249,1,Gender Politics and Representation,0.9607999920845032,Gender Studies,Social Sciences,Social Sciences
https://openalex.org/W4403853249,2,Social Policy and Reform Studies,0.9074000120162964,Political Science and International Relations,Social Sciences,Social Sciences
https://openalex.org/W4409035912,1,Consumer Market Behavior and Pricing,0.9980999827384949,Marketing,"Business, Management and Accounting",Social Sciences
https://openalex.org/W4409035912,2,Consumer Retail Behavior Studies,0.900600016117096,Marketing,"Business, Management and Accounting",Social Sciences
https://openalex.org/W4410897027,1,Diverse Perspectives in Modern Studies,0.01679999940097332,Economics and Econometrics,"Economics, Econometrics and Finance",Social Sciences
https://openalex.org/W4410897027,2,Legal case studies and regulations,0.01080000028014183,Political Science and International Relations,Social Sciences,Social Sciences
https://openalex.org/W4410897027,3,Regulation and Compliance Studies,0.008999999612569809,Strategy and Management,"Business, Management and Accounting",Social Sciences
https://openalex.org/W4411811818,1,"Gender, Labor, and Family Dynamics",0.9886000156402588,Gender Studies,Social Sciences,Social Sciences
https://openalex.org/W4411811818,2,"Poverty, Education, and Child Welfare",0.9824000000953674,Safety Research,Social Sciences,Social Sciences
https://openalex.org/W4411811818,3,Family Dynamics and Relationships,0.9807000160217285,Demography,Social Sciences,Social Sciences
https://openalex.org/W4413790838,1,"Poverty, Education, and Child Welfare",0.9879000186920166,Safety Research,Social Sciences,Social Sciences
https://openalex.org/W4413790838,2,Health disparities and outcomes,0.9793000221252441,Health,Social Sciences,Social Sciences
https://openalex.org/W4413790838,3,"Birth, Development, and Health",0.9768999814987183,"Pediatrics, Perinatology and Child Health",Medicine,Health Sciences
https://openalex.org/W4414626496,1,Labor market dynamics and wage inequality,0.9760000109672546,Economics and Econometrics,"Economics, Econometrics and Finance",Social Sciences
https://openalex.org/W4414626496,2,Economic Policies and Impacts,0.9760000109672546,Economics and Econometrics,"Economics, Econometrics and Finance",Social Sciences
https://openalex.org/W4414626496,3,"Politics, Economics, and Education Policy",0.9071999788284302,Economics and Econometrics,"Economics, Econometrics and Finance",Social Sciences
https://openalex.org/W4415700290,1,Advanced Causal Inference Techniques,0.9214000105857849,Statistics and Probability,Mathematics,Physical Sciences
https://openalex.org/W4415700290,2,Psychometric Methodologies and Testing,0.009200000204145908,Management Science and Operations Research,Decision Sciences,Social Sciences
https://openalex.org/W4415700290,3,Statistical Methods and Inference,0.0066999997943639755,Statistics and Probability,Mathematics,Physical Sciences
https://openalex.org/W4416694444,1,Game Theory and Voting Systems,0.7825999855995178,Economics and Econometrics,"Economics, Econometrics and Finance",Social Sciences
https://openalex.org/W4416694444,2,Economic theories and models,0.06419999897480011,Economics and Econometrics,"Economics, Econometrics and Finance",Social Sciences
https://openalex.org/W4416694444,3,Auction Theory and Applications,0.036400001496076584,Management Science and Operations Research,Decision Sciences,Social Sciences
https://openalex.org/W4416694464,1,Labor market dynamics and wage inequality,0.6028000116348267,Economics and Econometrics,"Economics, Econometrics and Finance",Social Sciences
https://openalex.org/W4416694464,2,Advanced Causal Inference Techniques,0.03420000150799751,Statistics and Probability,Mathematics,Physical Sciences
https://openalex.org/W4416694464,3,"Politics, Economics, and Education Policy",0.025100000202655792,Economics and Econometrics,"Economics, Econometrics and Finance",Social Sciences
https://openalex.org/W4416694477,1,Labor market dynamics and wage inequality,0.6498000025749207,Economics and Econometrics,"Economics, Econometrics and Finance",Social Sciences
https://openalex.org/W4416694477,2,Global trade and economics,0.05090000107884407,"General Economics, Econometrics and Finance","Economics, Econometrics and Finance",Social Sciences
https://openalex.org/W4416694477,3,Firm Innovation and Growth,0.02850000001490116,Economics and Econometrics,"Economics, Econometrics and Finance",Social Sciences
https://openalex.org/W3174318537,1,Employment and Welfare Studies,0.9961000084877014,General Health Professions,Health Professions,Health Sciences
https://openalex.org/W3174318537,2,Labor market dynamics and wage inequality,0.9955999851226807,Economics and Econometrics,"Economics, Econometrics and Finance",Social Sciences
https://openalex.org/W3174318537,3,Digital Economy and Work Transformation,0.982200026512146,Sociology and Political Science,Social Sciences,Social Sciences
https://openalex.org/W3125702173,1,Land Rights and Reforms,0.9976999759674072,Soil Science,Agricultural and Biological Sciences,Life Sciences
https://openalex.org/W3125702173,2,Agricultural Economics and Policy,0.9747999906539917,General Agricultural and Biological Sciences,Agricultural and Biological Sciences,Life Sciences
https://openalex.org/W3125702173,3,China's Socioeconomic Reforms and Governance,0.9732999801635742,Political Science and International Relations,Social Sciences,Social Sciences
https://openalex.org/W4324122907,1,Political Influence and Corporate Strategies,0.9983000159263611,Strategy and Management,"Business, Management and Accounting",Social Sciences
https://openalex.org/W4324122907,2,Corporate Finance and Governance,0.989300012588501,Accounting,"Business, Management and Accounting",Social Sciences
https://openalex.org/W4324122907,3,"Energy, Environment, Economic Growth",0.9840999841690063,Economics and Econometrics,"Economics, Econometrics and Finance",Social Sciences
https://openalex.org/W3132173758,1,"Poverty, Education, and Child Welfare",0.9994999766349792,Safety Research,Social Sciences,Social Sciences
https://openalex.org/W3132173758,2,"Gender, Labor, and Family Dynamics",0.9972000122070312,Gender Studies,Social Sciences,Social Sciences
https://openalex.org/W3132173758,3,Fiscal Policy and Economic Growth,0.9959999918937683,Economics and Econometrics,"Economics, Econometrics and Finance",Social Sciences
https://openalex.org/W4389384922,1,Fiscal Policy and Economic Growth,0.9966999888420105,Economics and Econometrics,"Economics, Econometrics and Finance",Social Sciences
https://openalex.org/W4389384922,2,Advanced Causal Inference Techniques,0.994700014591217,Statistics and Probability,Mathematics,Physical Sciences
https://openalex.org/W4389384922,3,Spatial and Panel Data Analysis,0.9860000014305115,Economics and Econometrics,"Economics, Econometrics and Finance",Social Sciences
https://openalex.org/W4385367571,1,Monetary Policy and Economic Impact,0.9991000294685364,"General Economics, Econometrics and Finance","Economics, Econometrics and Finance",Social Sciences
https://openalex.org/W4385367571,2,Economic Theory and Policy,0.9987999796867371,"General Economics, Econometrics and Finance","Economics, Econometrics and Finance",Social Sciences
https://openalex.org/W4385367571,3,Economic theories and models,0.996999979019165,Economics and Econometrics,"Economics, Econometrics and Finance",Social Sciences
https://openalex.org/W4317829884,1,Global trade and economics,0.9943000078201294,"General Economics, Econometrics and Finance","Economics, Econometrics and Finance",Social Sciences
https://openalex.org/W4317829884,2,Corporate Finance and Governance,0.9821000099182129,Accounting,"Business, Management and Accounting",Social Sciences
https://openalex.org/W4317829884,3,Global Financial Crisis and Policies,0.9799000024795532,Finance,"Economics, Econometrics and Finance",Social Sciences
https://openalex.org/W3087746116,1,Digital Platforms and Economics,0.9994999766349792,Strategy and Management,"Business, Management and Accounting",Social Sciences
https://openalex.org/W3087746116,2,Consumer Market Behavior and Pricing,0.9987000226974487,Marketing,"Business, Management and Accounting",Social Sciences
https://openalex.org/W3087746116,3,Auction Theory and Applications,0.9965000152587891,Management Science and Operations Research,Decision Sciences,Social Sciences
https://openalex.org/W3091865267,1,Advanced Causal Inference Techniques,0.9983999729156494,Statistics and Probability,Mathematics,Physical Sciences
https://openalex.org/W3091865267,2,Statistical Methods and Inference,0.9732000231742859,Statistics and Probability,Mathematics,Physical Sciences
https://openalex.org/W3091865267,3,Statistical Methods and Bayesian Inference,0.9642999768257141,Statistics and Probability,Mathematics,Physical Sciences
https://openalex.org/W4385316099,1,Market Dynamics and Volatility,0.9966999888420105,Economics and Econometrics,"Economics, Econometrics and Finance",Social Sciences
https://openalex.org/W4385316099,2,Monetary Policy and Economic Impact,0.9836999773979187,"General Economics, Econometrics and Finance","Economics, Econometrics and Finance",Social Sciences
https://openalex.org/W4385316099,3,Climate Change Policy and Economics,0.9815999865531921,Economics and Econometrics,"Economics, Econometrics and Finance",Social Sciences
https://openalex.org/W3123670345,1,Statistical Methods and Inference,0.9962000250816345,Statistics and Probability,Mathematics,Physical Sciences
https://openalex.org/W3123670345,2,Monetary Policy and Economic Impact,0.9951000213623047,"General Economics, Econometrics and Finance","Economics, Econometrics and Finance",Social Sciences
https://openalex.org/W3123670345,3,Advanced Causal Inference Techniques,0.9750999808311462,Statistics and Probability,Mathematics,Physical Sciences
https://openalex.org/W3122811804,1,Spatial and Panel Data Analysis,0.9990000128746033,Economics and Econometrics,"Economics, Econometrics and Finance",Social Sciences
https://openalex.org/W3122811804,2,Regional Economics and Spatial Analysis,0.9959999918937683,Economics and Econometrics,"Economics, Econometrics and Finance",Social Sciences
https://openalex.org/W3122811804,3,Economic and Environmental Valuation,0.9711999893188477,Economics and Econometrics,"Economics, Econometrics and Finance",Social Sciences
https://openalex.org/W3147380965,1,Economic theories and models,0.9973999857902527,Economics and Econometrics,"Economics, Econometrics and Finance",Social Sciences
https://openalex.org/W3147380965,2,Economic Growth and Productivity,0.9969000220298767,Economics and Econometrics,"Economics, Econometrics and Finance",Social Sciences
https://openalex.org/W3147380965,3,Economic Theory and Policy,0.9944000244140625,"General Economics, Econometrics and Finance","Economics, Econometrics and Finance",Social Sciences
https://openalex.org/W4385364884,1,Public Procurement and Policy,0.9901000261306763,Strategy and Management,"Business, Management and Accounting",Social Sciences
https://openalex.org/W4385364884,2,Corruption and Economic Development,0.9882000088691711,Sociology and Political Science,Social Sciences,Social Sciences
https://openalex.org/W4385364884,3,Regulation and Compliance Studies,0.965499997138977,Strategy and Management,"Business, Management and Accounting",Social Sciences
https://openalex.org/W2265447314,1,Economic Growth and Productivity,0.9915000200271606,Economics and Econometrics,"Economics, Econometrics and Finance",Social Sciences
https://openalex.org/W2265447314,2,Monetary Policy and Economic Impact,0.9901999831199646,"General Economics, Econometrics and Finance","Economics, Econometrics and Finance",Social Sciences
https://openalex.org/W2265447314,3,Fiscal Policy and Economic Growth,0.9894000291824341,Economics and Econometrics,"Economics, Econometrics and Finance",Social Sciences
https://openalex.org/W3153513056,1,Labor market dynamics and wage inequality,0.9994999766349792,Economics and Econometrics,"Economics, Econometrics and Finance",Social Sciences
https://openalex.org/W3153513056,2,Firm Innovation and Growth,0.9901000261306763,Economics and Econometrics,"Economics, Econometrics and Finance",Social Sciences
https://openalex.org/W3153513056,3,Employment and Welfare Studies,0.9641000032424927,General Health Professions,Health Professions,Health Sciences
https://openalex.org/W4285132590,1,Italy: Economic History and Contemporary Issues,0.9975000023841858,Economics and Econometrics,"Economics, Econometrics and Finance",Social Sciences
https://openalex.org/W4285132590,2,Economic Policies and Impacts,0.9887999892234802,Economics and Econometrics,"Economics, Econometrics and Finance",Social Sciences
https://openalex.org/W4285132590,3,Housing Market and Economics,0.984000027179718,Economics and Econometrics,"Economics, Econometrics and Finance",Social Sciences
https://openalex.org/W4286542060,1,Economic Growth and Productivity,0.9991000294685364,Economics and Econometrics,"Economics, Econometrics and Finance",Social Sciences
https://openalex.org/W4286542060,2,Firm Innovation and Growth,0.9955000281333923,Economics and Econometrics,"Economics, Econometrics and Finance",Social Sciences
https://openalex.org/W4286542060,3,Global trade and economics,0.9951000213623047,"General Economics, Econometrics and Finance","Economics, Econometrics and Finance",Social Sciences
https://openalex.org/W3122632562,1,Regional Economics and Spatial Analysis,0.9998000264167786,Economics and Econometrics,"Economics, Econometrics and Finance",Social Sciences
https://openalex.org/W3122632562,2,Fiscal Policy and Economic Growth,0.9983999729156494,Economics and Econometrics,"Economics, Econometrics and Finance",Social Sciences
https://openalex.org/W3122632562,3,Housing Market and Economics,0.9958999752998352,Economics and Econometrics,"Economics, Econometrics and Finance",Social Sciences
https://openalex.org/W4286375046,1,Employment and Welfare Studies,0.9983000159263611,General Health Professions,Health Professions,Health Sciences
https://openalex.org/W4286375046,2,Agricultural risk and resilience,0.9793999791145325,Soil Science,Agricultural and Biological Sciences,Life Sciences
https://openalex.org/W4286375046,3,Taxation and Compliance Studies,0.9761999845504761,Economics and Econometrics,"Economics, Econometrics and Finance",Social Sciences
https://openalex.org/W3191102172,1,Regional Economics and Spatial Analysis,0.9994000196456909,Economics and Econometrics,"Economics, Econometrics and Finance",Social Sciences
https://openalex.org/W3191102172,2,Fiscal Policy and Economic Growth,0.9983000159263611,Economics and Econometrics,"Economics, Econometrics and Finance",Social Sciences
https://openalex.org/W3191102172,3,Spatial and Panel Data Analysis,0.9909999966621399,Economics and Econometrics,"Economics, Econometrics and Finance",Social Sciences
https://openalex.org/W3156031534,1,Global trade and economics,0.9997000098228455,"General Economics, Econometrics and Finance","Economics, Econometrics and Finance",Social Sciences
https://openalex.org/W3156031534,2,Economic theories and models,0.9850000143051147,Economics and Econometrics,"Economics, Econometrics and Finance",Social Sciences
https://openalex.org/W3156031534,3,Economic Policies and Impacts,0.9726999998092651,Economics and Econometrics,"Economics, Econometrics and Finance",Social Sciences
https://openalex.org/W3124178563,1,Migration and Labor Dynamics,0.9976000189781189,Sociology and Political Science,Social Sciences,Social Sciences
https://openalex.org/W3124178563,2,Fiscal Policy and Economic Growth,0.9897000193595886,Economics and Econometrics,"Economics, Econometrics and Finance",Social Sciences
https://openalex.org/W3124178563,3,"Gender, Labor, and Family Dynamics",0.9883000254631042,Gender Studies,Social Sciences,Social Sciences
https://openalex.org/W4323337413,1,Economic theories and models,0.9991000294685364,Economics and Econometrics,"Economics, Econometrics and Finance",Social Sciences
https://openalex.org/W4323337413,2,Monetary Policy and Economic Impact,0.998199999332428,"General Economics, Econometrics and Finance","Economics, Econometrics and Finance",Social Sciences
https://openalex.org/W4323337413,3,Economic Theory and Policy,0.9973999857902527,"General Economics, Econometrics and Finance","Economics, Econometrics and Finance",Social Sciences
https://openalex.org/W4376470690,1,Consumer Market Behavior and Pricing,0.9954000115394592,Marketing,"Business, Management and Accounting",Social Sciences
https://openalex.org/W4376470690,2,Economics of Agriculture and Food Markets,0.9936000108718872,Economics and Econometrics,"Economics, Econometrics and Finance",Social Sciences
https://openalex.org/W4376470690,3,Consumer Attitudes and Food Labeling,0.9904000163078308,"Public Health, Environmental and Occupational Health",Medicine,Health Sciences
https://openalex.org/W3216732735,1,Labor market dynamics and wage inequality,0.9998000264167786,Economics and Econometrics,"Economics, Econometrics and Finance",Social Sciences
https://openalex.org/W3216732735,2,Economic Policies and Impacts,0.9919000267982483,Economics and Econometrics,"Economics, Econometrics and Finance",Social Sciences
https://openalex.org/W3216732735,3,Employment and Welfare Studies,0.9883999824523926,General Health Professions,Health Professions,Health Sciences
https://openalex.org/W4206973215,1,School Choice and Performance,0.9990000128746033,Education,Social Sciences,Social Sciences
https://openalex.org/W4206973215,2,"Poverty, Education, and Child Welfare",0.9876999855041504,Safety Research,Social Sciences,Social Sciences
https://openalex.org/W4206973215,3,Global Educational Reforms and Inequalities,0.9715999960899353,Demography,Social Sciences,Social Sciences
https://openalex.org/W3153884589,1,Climate variability and models,0.9904999732971191,Global and Planetary Change,Environmental Science,Physical Sciences
https://openalex.org/W3153884589,2,Financial Markets and Investment Strategies,0.9846000075340271,Finance,"Economics, Econometrics and Finance",Social Sciences
https://openalex.org/W3153884589,3,Insurance and Financial Risk Management,0.9746000170707703,Economics and Econometrics,"Economics, Econometrics and Finance",Social Sciences
https://openalex.org/W3202354444,1,Auction Theory and Applications,0.9994000196456909,Management Science and Operations Research,Decision Sciences,Social Sciences
https://openalex.org/W3202354444,2,Experimental Behavioral Economics Studies,0.9987999796867371,Safety Research,Social Sciences,Social Sciences
https://openalex.org/W3202354444,3,Game Theory and Applications,0.992900013923645,Management Science and Operations Research,Decision Sciences,Social Sciences
https://openalex.org/W4312743911,1,Monetary Policy and Economic Impact,0.9991000294685364,"General Economics, Econometrics and Finance","Economics, Econometrics and Finance",Social Sciences
https://openalex.org/W4312743911,2,Financial Markets and Investment Strategies,0.996999979019165,Finance,"Economics, Econometrics and Finance",Social Sciences
https://openalex.org/W4312743911,3,Economic theories and models,0.9957000017166138,Economics and Econometrics,"Economics, Econometrics and Finance",Social Sciences
https://openalex.org/W2612538112,1,Digital Platforms and Economics,0.9950000047683716,Strategy and Management,"Business, Management and Accounting",Social Sciences
https://openalex.org/W2612538112,2,"Banking stability, regulation, efficiency",0.9948999881744385,Finance,"Economics, Econometrics and Finance",Social Sciences
https://openalex.org/W2612538112,3,Consumer Market Behavior and Pricing,0.9785000085830688,Marketing,"Business, Management and Accounting",Social Sciences
https://openalex.org/W4386870759,1,Microfinance and Financial Inclusion,0.9995999932289124,Economics and Econometrics,"Economics, Econometrics and Finance",Social Sciences
https://openalex.org/W4386870759,2,Islamic Finance and Banking Studies,0.9916999936103821,Accounting,"Business, Management and Accounting",Social Sciences
https://openalex.org/W4386870759,3,Economic Growth and Development,0.9843000173568726,Information Systems,Computer Science,Physical Sciences
https://openalex.org/W3121981681,1,Game Theory and Applications,0.9984999895095825,Management Science and Operations Research,Decision Sciences,Social Sciences
https://openalex.org/W3121981681,2,Auction Theory and Applications,0.9962999820709229,Management Science and Operations Research,Decision Sciences,Social Sciences
https://openalex.org/W3121981681,3,Media Influence and Politics,0.9811999797821045,Sociology and Political Science,Social Sciences,Social Sciences
https://openalex.org/W3124377926,1,Housing Market and Economics,0.9983999729156494,Economics and Econometrics,"Economics, Econometrics and Finance",Social Sciences
https://openalex.org/W3124377926,2,"Financial Literacy, Pension, Retirement Analysis",0.9980999827384949,Accounting,"Business, Management and Accounting",Social Sciences
https://openalex.org/W3124377926,3,Monetary Policy and Economic Impact,0.9962000250816345,"General Economics, Econometrics and Finance","Economics, Econometrics and Finance",Social Sciences
https://openalex.org/W4312349581,1,Economic Growth and Productivity,0.9972000122070312,Economics and Econometrics,"Economics, Econometrics and Finance",Social Sciences
https://openalex.org/W4312349581,2,Regional Economics and Spatial Analysis,0.9962999820709229,Economics and Econometrics,"Economics, Econometrics and Finance",Social Sciences
https://openalex.org/W4312349581,3,Fiscal Policy and Economic Growth,0.9912999868392944,Economics and Econometrics,"Economics, Econometrics and Finance",Social Sciences
https://openalex.org/W4406965358,1,Monetary Policy and Economic Impact,0.963100016117096,"General Economics, Econometrics and Finance","Economics, Econometrics and Finance",Social Sciences
https://openalex.org/W4406965358,2,Economic Theory and Policy,0.9143000245094299,"General Economics, Econometrics and Finance","Economics, Econometrics and Finance",Social Sciences
https://openalex.org/W4385366124,1,Fiscal Policy and Economic Growth,0.9944999814033508,Economics and Econometrics,"Economics, Econometrics and Finance",Social Sciences
https://openalex.org/W4385366124,2,Regional Economics and Spatial Analysis,0.9866999983787537,Economics and Econometrics,"Economics, Econometrics and Finance",Social Sciences
https://openalex.org/W4385366124,3,Economic Growth and Productivity,0.98580002784729,Economics and Econometrics,"Economics, Econometrics and Finance",Social Sciences
https://openalex.org/W4225880106,1,Innovation Policy and R&D,0.9994000196456909,Economics and Econometrics,"Economics, Econometrics and Finance",Social Sciences
https://openalex.org/W4225880106,2,Climate Change Policy and Economics,0.9940000176429749,Economics and Econometrics,"Economics, Econometrics and Finance",Social Sciences
https://openalex.org/W4225880106,3,Capital Investment and Risk Analysis,0.9678000211715698,Finance,"Economics, Econometrics and Finance",Social Sciences
https://openalex.org/W4312465470,1,Game Theory and Applications,0.998199999332428,Management Science and Operations Research,Decision Sciences,Social Sciences
https://openalex.org/W4312465470,2,Auction Theory and Applications,0.996399998664856,Management Science and Operations Research,Decision Sciences,Social Sciences
https://openalex.org/W4312465470,3,Consumer Market Behavior and Pricing,0.9850999712944031,Marketing,"Business, Management and Accounting",Social Sciences
https://openalex.org/W4376472651,1,Complex Systems and Time Series Analysis,0.9987000226974487,Economics and Econometrics,"Economics, Econometrics and Finance",Social Sciences
https://openalex.org/W4376472651,2,Economic theories and models,0.9975000023841858,Economics and Econometrics,"Economics, Econometrics and Finance",Social Sciences
https://openalex.org/W4376472651,3,"Banking stability, regulation, efficiency",0.9958999752998352,Finance,"Economics, Econometrics and Finance",Social Sciences
https://openalex.org/W4206910386,1,Monetary Policy and Economic Impact,0.9984999895095825,"General Economics, Econometrics and Finance","Economics, Econometrics and Finance",Social Sciences
https://openalex.org/W4206910386,2,Statistical Methods and Inference,0.9966999888420105,Statistics and Probability,Mathematics,Physical Sciences
https://openalex.org/W4206910386,3,Financial Risk and Volatility Modeling,0.994700014591217,Finance,"Economics, Econometrics and Finance",Social Sciences
https://openalex.org/W4207025760,1,Media Influence and Politics,0.9998999834060669,Sociology and Political Science,Social Sciences,Social Sciences
https://openalex.org/W4207025760,2,Economic Policies and Impacts,0.975600004196167,Economics and Econometrics,"Economics, Econometrics and Finance",Social Sciences
https://openalex.org/W4207025760,3,Game Theory and Applications,0.9610000252723694,Management Science and Operations Research,Decision Sciences,Social Sciences
https://openalex.org/W3171997338,1,"Crime, Illicit Activities, and Governance",0.9912999868392944,Sociology and Political Science,Social Sciences,Social Sciences
https://openalex.org/W3171997338,2,Homelessness and Social Issues,0.9876000285148621,General Health Professions,Health Professions,Health Sciences
https://openalex.org/W3171997338,3,"Poverty, Education, and Child Welfare",0.9842000007629395,Safety Research,Social Sciences,Social Sciences
https://openalex.org/W3192821690,1,Aviation Industry Analysis and Trends,0.9998000264167786,"General Economics, Econometrics and Finance","Economics, Econometrics and Finance",Social Sciences
https://openalex.org/W3192821690,2,Consumer Market Behavior and Pricing,0.9987000226974487,Marketing,"Business, Management and Accounting",Social Sciences
https://openalex.org/W3192821690,3,Transportation Planning and Optimization,0.9945999979972839,Transportation,Social Sciences,Social Sciences
https://openalex.org/W4206996456,1,Auction Theory and Applications,0.9998999834060669,Management Science and Operations Research,Decision Sciences,Social Sciences
https://openalex.org/W4206996456,2,Consumer Market Behavior and Pricing,0.9994000196456909,Marketing,"Business, Management and Accounting",Social Sciences
https://openalex.org/W4206996456,3,Merger and Competition Analysis,0.9950000047683716,Economics and Econometrics,"Economics, Econometrics and Finance",Social Sciences
https://openalex.org/W3187990340,1,"Banking stability, regulation, efficiency",0.9995999932289124,Finance,"Economics, Econometrics and Finance",Social Sciences
https://openalex.org/W3187990340,2,Global Financial Crisis and Policies,0.9988999962806702,Finance,"Economics, Econometrics and Finance",Social Sciences
https://openalex.org/W3187990340,3,Economic theories and models,0.9900000095367432,Economics and Econometrics,"Economics, Econometrics and Finance",Social Sciences
https://openalex.org/W4324122822,1,Labor market dynamics and wage inequality,0.9993000030517578,Economics and Econometrics,"Economics, Econometrics and Finance",Social Sciences
https://openalex.org/W4324122822,2,Labor Movements and Unions,0.9922000169754028,Public Administration,Social Sciences,Social Sciences
https://openalex.org/W4324122822,3,Firm Innovation and Growth,0.9868999719619751,Economics and Econometrics,"Economics, Econometrics and Finance",Social Sciences
https://openalex.org/W4385366197,1,Auction Theory and Applications,0.9998999834060669,Management Science and Operations Research,Decision Sciences,Social Sciences
