level1,level2,institution_name,paper_count
Applied,Health Economics,Karolinska Institutet,1
Applied,Health Economics,LMU Klinikum,1
Applied,Health Economics,Le Mans Université,1
Applied,Health Economics,Ludwig-Maximilians-Universität München,1
Applied,Health Economics,McKinsey & Company (United States),1
Applied,Health Economics,Miami University,1
Applied,Health Economics,Michigan State University,1
Applied,Health Economics,National Graduate Institute for Policy Studies,1
Applied,Health Economics,National University of Singapore,1
Applied,Health Economics,New Economic School,1
Applied,Health Economics,New School,1
Applied,Health Economics,Norwegian School of Economics,1
Applied,Health Economics,Oberlin College,1
Applied,Health Economics,Peking University,1
Applied,Health Economics,Polytechnique Montréal,1
Applied,Health Economics,Queen Mary University of London,1
Applied,Health Economics,Research Institute of Industrial Economics,1
Applied,Health Economics,Rice University,1
Applied,Health Economics,Singapore Management University,1
Applied,Health Economics,The Ohio State University,1
Applied,Health Economics,"Théorie Économique, Modélisation et Applications",1
Applied,Health Economics,TrygFonden,1
Applied,Health Economics,UCLA Health,1
Applied,Health Economics,United States Census Bureau,1
Applied,Health Economics,United States Department of Justice,1
Applied,Health Economics,United States Department of the Treasury,1
Applied,Health Economics,"Universidad de Los Andes, Chile",1
Applied,Health Economics,University College London,1
Applied,Health Economics,University of Atlanta,1
Applied,Health Economics,University of Bologna,1
Applied,Health Economics,University of Bonn,1
Applied,Health Economics,University of Bristol,1
Applied,Health Economics,University of Calgary,1
Applied,Health Economics,University of Colorado Denver,1
Applied,Health Economics,University of Connecticut,1
Applied,Health Economics,University of Hong Kong,1
Applied,Health Economics,University of Illinois Chicago,1
Applied,Health Economics,University of Illinois Urbana-Champaign,1
Applied,Health Economics,University of Massachusetts Boston,1
Applied,Health Economics,University of Massachusetts Chan Medical School,1
Applied,Health Economics,University of Minnesota,1
Applied,Health Economics,University of New Brunswick,1
Applied,Health Economics,University of Notre Dame,1
Applied,Health Economics,University of Pennsylvania,1
Applied,Health Economics,University of Southern California,1
Applied,Health Economics,University of Southern Denmark,1
Applied,Health Economics,University of Surrey,1
Applied,Health Economics,University of Utah,1
Applied,Health Economics,University of Zurich,1
Applied,Health Economics,Université Paris-Panthéon-Assas,1
Applied,Health Economics,Université du Québec à Montréal,1
Applied,Health Economics,Vrije Universiteit Amsterdam,1
Applied,Health Economics,Washington Center for Equitable Growth,1
Applied,Health Economics,World Bank Group,1
Applied,Health Economics,Zhejiang University,1
Applied,International Trade,Center for Economic and Policy Research,12
Applied,International Trade,Yale University,9
Applied,International Trade,National Bureau of Economic Research,6
Applied,International Trade,Harvard University,4
Applied,International Trade,Princeton University,4
Applied,International Trade,University of Toronto,4
Applied,International Trade,BREAD (Bureau for Research and Economic Analysis of Development),3
Applied,International Trade,Boston University,3
Applied,International Trade,London School of Economics and Political Science,3
Applied,International Trade,Massachusetts Institute of Technology,3
Applied,International Trade,"University of California, Berkeley",3
Applied,International Trade,"University of California, Los Angeles",3
Applied,International Trade,University of Chicago,3
Applied,International Trade,University of Hong Kong,3
Applied,International Trade,University of Wisconsin–Madison,3
Applied,International Trade,Carnegie Mellon University,2
Applied,International Trade,Centre for Economic Policy Research,2
Applied,International Trade,Duke University,2
Applied,International Trade,Federal Reserve Bank of New York,2
Applied,International Trade,Indiana University,2
Applied,International Trade,Institució Catalana de Recerca i Estudis Avançats,2
Applied,International Trade,Pennsylvania State University,2
Applied,International Trade,Stanford University,2
Applied,International Trade,The University of Texas at Austin,2
Applied,International Trade,University of Michigan,2
Applied,International Trade,University of Rochester,2
Applied,International Trade,University of Zurich,2
Applied,International Trade,World Bank Group,2
Applied,International Trade,Banco de Portugal,1
Applied,International Trade,Bank of Italy,1
Applied,International Trade,Barcelona School of Economics,1
Applied,International Trade,Bilkent University,1
Applied,International Trade,Boston College,1
Applied,International Trade,Brandeis University,1
Applied,International Trade,Brown University,1
Applied,International Trade,Centro de Estudios Monetarios y Financieros,1
Applied,International Trade,Chinese University of Hong Kong,1
Applied,International Trade,City University of New York,1
Applied,International Trade,Cobham (United States),1
Applied,International Trade,Columbia University,1
Applied,International Trade,Dana-Farber/Harvard Cancer Center,1
Applied,International Trade,Dartmouth College,1
Applied,International Trade,Economic Policy Institute,1
Applied,International Trade,Escola de Economia de São Paulo,1
Applied,International Trade,Federal Reserve,1
Applied,International Trade,Federal Reserve Bank of Minneapolis,1
Applied,International Trade,Federal Reserve Bank of St. Louis,1
Applied,International Trade,Federal Reserve Board of Governors,1
Applied,International Trade,Federal Trade Commission,1
Applied,International Trade,George Washington University,1
Applied,International Trade,Graduate Institute of International and Development Studies,1
Applied,International Trade,HEC Montréal,1
Applied,International Trade,Hindustan Petroleum Corporation Limited (India),1
Applied,International Trade,Hunter College,1
Applied,International Trade,Indiana University – Purdue University Indianapolis,1
Applied,International Trade,Instituto de Saúde,1
Applied,International Trade,International Monetary Fund,1
Applied,International Trade,National Bank of Belgium,1
Applied,International Trade,National Biodiesel Board,1
Applied,International Trade,National Institute of Statistics and Geography,1
Applied,International Trade,National Taiwan University,1
Applied,International Trade,National Taiwan University Hospital,1
Applied,International Trade,New York University,1
Applied,International Trade,Northwestern University,1
Applied,International Trade,Peterson Institute for International Economics,1
Applied,International Trade,Queen's University,1
Applied,International Trade,Radboud University Nijmegen,1
Applied,International Trade,Reichman University,1
Applied,International Trade,Syracuse University,1
Applied,International Trade,Tobacco Research Institute,1
Applied,International Trade,Tsinghua University,1
Applied,International Trade,United States Census Bureau,1
Applied,International Trade,Universidad de Costa Rica,1
Applied,International Trade,"Universidad de Los Andes, Chile",1
Applied,International Trade,Universitat Pompeu Fabra,1
Applied,International Trade,University College Dublin,1
Applied,International Trade,University College London,1
Applied,International Trade,University Press of Florida,1
Applied,International Trade,University of British Columbia,1
Applied,International Trade,University of Essex,1
Applied,International Trade,University of Kentucky,1
Applied,International Trade,"University of Maryland, College Park",1
Applied,International Trade,University of Notre Dame,1
Applied,International Trade,University of Virginia,1
Applied,International Trade,Western University,1
Applied,Labor Economics,National Bureau of Economic Research,23
Applied,Labor Economics,Center for Economic and Policy Research,18
Applied,Labor Economics,University of Chicago,15
Applied,Labor Economics,"University of California, Berkeley",14
Applied,Labor Economics,IZA - Institute of Labor Economics,10
Applied,Labor Economics,Stanford University,10
Applied,Labor Economics,Bocconi University,8
Applied,Labor Economics,Massachusetts Institute of Technology,8
Applied,Labor Economics,University of Minnesota,8
Applied,Labor Economics,Yale University,8
Applied,Labor Economics,Federal Reserve Bank of Minneapolis,7
Applied,Labor Economics,London School of Economics and Political Science,7
Applied,Labor Economics,University of Oxford,7
Applied,Labor Economics,Duke University,6
Applied,Labor Economics,University of Michigan,6
Applied,Labor Economics,Boston University,5
Applied,Labor Economics,Columbia University,5
Applied,Labor Economics,Harvard University,5
Applied,Labor Economics,University of Mannheim,5
Applied,Labor Economics,University of Toronto,5
Applied,Labor Economics,University of Wisconsin–Madison,5
Applied,Labor Economics,Brown University,4
Applied,Labor Economics,Dartmouth College,4
Applied,Labor Economics,Institute for Fiscal Studies,4
Applied,Labor Economics,New York University,4
Applied,Labor Economics,Princeton University,4
Applied,Labor Economics,United States Census Bureau,4
Applied,Labor Economics,University College London,4
Applied,Labor Economics,"University of California, Los Angeles",4
Applied,Labor Economics,University of Cologne,4
Applied,Labor Economics,California Southern University,3
Applied,Labor Economics,Carnegie Mellon University,3
Applied,Labor Economics,Centre de Recherche en Économie et Statistique,3
Applied,Labor Economics,Centre for Economic Policy Research,3
Applied,Labor Economics,Centre for European Economic Research,3
Applied,Labor Economics,Economic Policy Institute,3
Applied,Labor Economics,Georgia State University,3
Applied,Labor Economics,KU Leuven,3
Applied,Labor Economics,Ludwig-Maximilians-Universität München,3
Applied,Labor Economics,Max Planck Institute for Behavioral Economics,3
Applied,Labor Economics,Norwegian School of Economics,3
Applied,Labor Economics,Tilburg University,3
Applied,Labor Economics,Toulouse School of Economics,3
Applied,Labor Economics,United States Department of the Treasury,3
Applied,Labor Economics,University of British Columbia,3
Applied,Labor Economics,University of Essex,3
Applied,Labor Economics,"University of Maryland, College Park",3
Applied,Labor Economics,University of Southern California,3
Applied,Labor Economics,Aarhus University,2
Applied,Labor Economics,BREAD (Bureau for Research and Economic Analysis of Development),2
Applied,Labor Economics,Bank of Italy,2
Applied,Labor Economics,Boston College,2
Applied,Labor Economics,Brigham Young University,2
Applied,Labor Economics,Center for Responsible Travel,2
Applied,Labor Economics,Centre for Research in Engineering Surface Technology,2
Applied,Labor Economics,Chinese University of Hong Kong,2
Applied,Labor Economics,Employment Agency,2
Applied,Labor Economics,Goethe University Frankfurt,2
Applied,Labor Economics,Hoover Institution,2
Applied,Labor Economics,Impact,2
Applied,Labor Economics,Institut für Arbeitsmarkt und Berufsforschung,2
Applied,Labor Economics,Johns Hopkins University,2
Applied,Labor Economics,Kyoto University,2
Applied,Labor Economics,Maastricht University,2
Applied,Labor Economics,National University of Singapore,2
Applied,Labor Economics,Northwestern University,2
Applied,Labor Economics,Queen Mary University of London,2
Applied,Labor Economics,Ross School,2
Applied,Labor Economics,Stockholm University,2
Applied,Labor Economics,The University of Texas at Austin,2
Applied,Labor Economics,Tinbergen Institute,2
Applied,Labor Economics,United States Military Academy,2
Applied,Labor Economics,United States Social Security Administration,2
Applied,Labor Economics,Universitat Pompeu Fabra,2
Applied,Labor Economics,University of Bergen,2
Applied,Labor Economics,University of Bristol,2
Applied,Labor Economics,"University of California, Santa Barbara",2
Applied,Labor Economics,University of Cambridge,2
Applied,Labor Economics,University of Copenhagen,2
Applied,Labor Economics,University of Edinburgh,2
Applied,Labor Economics,University of Hong Kong,2
Applied,Labor Economics,University of Lausanne,2
Applied,Labor Economics,University of Manchester,2
Applied,Labor Economics,University of Notre Dame,2
Applied,Labor Economics,University of Pennsylvania,2
Applied,Labor Economics,University of Rochester,2
Applied,Labor Economics,University of Virginia,2
Applied,Labor Economics,University of Zurich,2
Applied,Labor Economics,Universität Innsbruck,2
Applied,Labor Economics,World Bank,2
Applied,Labor Economics,World Bank Group,2
Applied,Labor Economics,ADA University,1
Applied,Labor Economics,Aalto University,1
Applied,Labor Economics,Abdul Latif Jameel Poverty Action Lab,1
Applied,Labor Economics,African Refuge,1
Applied,Labor Economics,Alfred P. Sloan Foundation,1
Applied,Labor Economics,Amherst College,1
Applied,Labor Economics,Arcon (United States),1
Applied,Labor Economics,Arizona State University,1
Applied,Labor Economics,Australian National University,1
Applied,Labor Economics,Banco Central de Chile,1
Applied,Labor Economics,Bank of Canada,1
Applied,Labor Economics,Barcelona School of Economics,1
Applied,Labor Economics,Bilkent University,1
Applied,Labor Economics,Brandeis University,1
Applied,Labor Economics,Burning Rock Biotech (China),1
Applied,Labor Economics,CMR University,1
Applied,Labor Economics,California Institute of Technology,1
Applied,Labor Economics,Center for Global Development,1
Applied,Labor Economics,Central Bank of Ireland,1
Applied,Labor Economics,Central Bank of the Republic of Turkey,1
Applied,Labor Economics,Centre National de la Recherche Scientifique,1
Applied,Labor Economics,Centre d'Etudes Prospectives et d'Informations Internationales,1
Applied,Labor Economics,Centre de Recerca en Economia Internacional,1
Applied,Labor Economics,Chung-Ang University,1
Applied,Labor Economics,Clemson University,1
Applied,Labor Economics,Collegio Carlo Alberto,1
Applied,Labor Economics,Cornell University,1
Applied,Labor Economics,Dana-Farber/Harvard Cancer Center,1
Applied,Labor Economics,ENSAE Paris,1
Applied,Labor Economics,Economic Research Centre,1
Applied,Labor Economics,Einaudi Institute for Economics and Finance,1
Applied,Labor Economics,European Central Bank,1
Applied,Labor Economics,European University Institute,1
Applied,Labor Economics,Fafo Foundation,1
Applied,Labor Economics,Federal Reserve Bank of Atlanta,1
Applied,Labor Economics,Federal Reserve Bank of Chicago,1
Applied,Labor Economics,Federal Reserve Bank of Cleveland,1
Applied,Labor Economics,Federal Reserve Bank of Kansas City,1
Applied,Labor Economics,Federal Reserve Bank of New York,1
Applied,Labor Economics,Federal Reserve Bank of Philadelphia,1
Applied,Labor Economics,Federal Reserve Bank of Richmond,1
Applied,Labor Economics,Federal Reserve Bank of San Francisco,1
Applied,Labor Economics,Federal Reserve Bank of St. Louis,1
Applied,Labor Economics,Florida State University,1
Applied,Labor Economics,Fudan University,1
Applied,Labor Economics,George Washington University,1
Applied,Labor Economics,Goethe-Institute United Kingdom,1
Applied,Labor Economics,HEC Montréal,1
Applied,Labor Economics,Hitotsubashi University,1
Applied,Labor Economics,Humboldt-Universität zu Berlin,1
Applied,Labor Economics,Ian's Friends Foundation,1
Applied,Labor Economics,Impact Technology Development (United States),1
Applied,Labor Economics,Institut National de la Statistique et des Etudes Economiques,1
Applied,Labor Economics,Institut d'Etudes Politiques de Paris,1
Applied,Labor Economics,Institute for Employment Studies,1
Applied,Labor Economics,Institute for Evaluation of Labour Market and Education Policy,1
Applied,Labor Economics,Inter-American Development Bank,1
Applied,Labor Economics,International Monetary Fund,1
Applied,Labor Economics,JPMorgan Chase & Co (United States),1
Applied,Labor Economics,Jinan University,1
Applied,Labor Economics,Kadir Has University,1
Applied,Labor Economics,King's College London,1
Applied,Labor Economics,Linnaeus University,1
Applied,Labor Economics,Louisiana State University,1
Applied,Labor Economics,Lund University,1
Applied,Labor Economics,Luxembourg Institute of Socio-Economic Research,1
Applied,Labor Economics,McGill University,1
Applied,Labor Economics,"Michigan Department of Environment, Great Lakes, and Energy",1
Applied,Labor Economics,Michigan State University,1
Applied,Labor Economics,Mitchell Institute,1
Applied,Labor Economics,Monash University,1
Applied,Labor Economics,National Graduate Institute for Policy Studies,1
Applied,Labor Economics,National Institute of Economic Research,1
Applied,Labor Economics,National Institute of Statistics and Economic Studies,1
Applied,Labor Economics,"Network for Studies on Pensions, Aging and Retirement",1
Applied,Labor Economics,New School,1
Applied,Labor Economics,New York University Abu Dhabi,1
Applied,Labor Economics,"Nordic Institute for Studies in Innovation, Research and Education",1
Applied,Labor Economics,Paris School of Economics,1
Applied,Labor Economics,Peterson Institute for International Economics,1
Applied,Labor Economics,Pontificia Universidad Católica de Chile,1
Applied,Labor Economics,Public Policy Institute of California,1
Applied,Labor Economics,Research Institute of Industrial Economics,1
Applied,Labor Economics,Rockwool Foundation,1
Applied,Labor Economics,SGH Warsaw School of Economics,1
Applied,Labor Economics,Sejong University,1
Applied,Labor Economics,Shanghai Jiao Tong University,1
Applied,Labor Economics,Southern States University,1
Applied,Labor Economics,Stellenbosch University,1
Applied,Labor Economics,Syracuse University,1
Applied,Labor Economics,TU Dortmund University,1
Applied,Labor Economics,Texas A&M University,1
Applied,Labor Economics,The University of Queensland,1
Applied,Labor Economics,The University of Sydney,1
Applied,Labor Economics,The University of Tokyo,1
Applied,Labor Economics,Transylvania University,1
Applied,Labor Economics,Tufts University,1
Applied,Labor Economics,UCLA Health,1
Applied,Labor Economics,UCLA Medical Center,1
Applied,Labor Economics,United Nations University – Maastricht Economic and Social Research Institute on Innovation and Technology,1
Applied,Labor Economics,Universidad Carlos III de Madrid,1
Applied,Labor Economics,Universidad Católica Santo Domingo,1
Applied,Labor Economics,Universidade Federal de Pernambuco,1
Applied,Labor Economics,Universitas Gadjah Mada,1
Applied,Labor Economics,Universitas Pembangunan Nasional Veteran Jakarta,1
Applied,Labor Economics,University of Amsterdam,1
Applied,Labor Economics,University of Bologna,1
Applied,Labor Economics,University of California San Diego,1
Applied,Labor Economics,"University of California, Santa Cruz",1
Applied,Labor Economics,University of Chile,1
Applied,Labor Economics,University of Connecticut,1
Applied,Labor Economics,University of Houston,1
Applied,Labor Economics,University of Illinois System,1
Applied,Labor Economics,University of Jinan,1
Applied,Labor Economics,University of Massachusetts Amherst,1
Applied,Labor Economics,University of Milano-Bicocca,1
Applied,Labor Economics,University of Music Lausanne,1
Applied,Labor Economics,University of North Carolina at Chapel Hill,1
Applied,Labor Economics,University of Pittsburgh,1
Applied,Labor Economics,University of Southampton,1
Applied,Labor Economics,University of Utah,1
Applied,Labor Economics,University of Vienna,1
Applied,Labor Economics,University of Warwick,1
Applied,Labor Economics,Università della Svizzera italiana,1
Applied,Labor Economics,Université du Québec à Montréal,1
Applied,Labor Economics,Uppsala University,1
Applied,Labor Economics,Utrecht University,1
Applied,Labor Economics,Virginia Commonwealth University,1
Applied,Labor Economics,W.E. Upjohn Institute for Employment Research,1
Applied,Labor Economics,WZB Berlin Social Science Center,1
Applied,Labor Economics,Walker (United States),1
Applied,Labor Economics,Washington University in St. Louis,1
Applied,Labor Economics,Western University,1
Applied,Labor Economics,Wheaton College - Illinois,1
Applied,Labor Economics,William P. Wharton Trust,1
Applied,Labor Economics,Williams College,1
Applied,Labor Economics,École Polytechnique,1
Applied,Other / Interdisciplinary,Center for Economic and Policy Research,4
Applied,Other / Interdisciplinary,Massachusetts Institute of Technology,4
Applied,Other / Interdisciplinary,National Bureau of Economic Research,4
Applied,Other / Interdisciplinary,Bocconi University,3
Applied,Other / Interdisciplinary,Brown University,3
Applied,Other / Interdisciplinary,Harvard University,3
Applied,Other / Interdisciplinary,California Institute of Technology,2
Applied,Other / Interdisciplinary,Michigan United,2
Applied,Other / Interdisciplinary,University of California San Diego,2
Applied,Other / Interdisciplinary,"University of California, Berkeley",2
Applied,Other / Interdisciplinary,University of Chicago,2
Applied,Other / Interdisciplinary,University of Michigan,2
Applied,Other / Interdisciplinary,University of Pittsburgh,2
Applied,Other / Interdisciplinary,BRIQ Institute on Behavior and Inequality,1
Applied,Other / Interdisciplinary,Bilkent University,1
Applied,Other / Interdisciplinary,Boston University,1
Applied,Other / Interdisciplinary,Bureau of Economic Analysis,1
Applied,Other / Interdisciplinary,CY Cergy Paris Université,1
Applied,Other / Interdisciplinary,Carnegie Mellon University,1
Applied,Other / Interdisciplinary,Centre National de la Recherche Scientifique,1
Applied,Other / Interdisciplinary,Centre for Economic Policy Research,1
Applied,Other / Interdisciplinary,Claremont McKenna College,1
Applied,Other / Interdisciplinary,Corvinus University of Budapest,1
Applied,Other / Interdisciplinary,Dana-Farber/Harvard Cancer Center,1
Applied,Other / Interdisciplinary,Decision Sciences (United States),1
Applied,Other / Interdisciplinary,Duke University,1
Applied,Other / Interdisciplinary,European Bank for Reconstruction and Development,1
Applied,Other / Interdisciplinary,European University Institute,1
Applied,Other / Interdisciplinary,Fafo Foundation,1
Applied,Other / Interdisciplinary,Federal Ministry of Labour and Social Affairs,1
Applied,Other / Interdisciplinary,Federal Reserve Bank of New York,1
Applied,Other / Interdisciplinary,Federal Reserve Bank of Richmond,1
Applied,Other / Interdisciplinary,Georgetown University,1
Applied,Other / Interdisciplinary,HEC Paris,1
Applied,Other / Interdisciplinary,HEC Paris in Qatar,1
Applied,Other / Interdisciplinary,Heidelberg University,1
Applied,Other / Interdisciplinary,Hong Kong University of Science and Technology,1
Applied,Other / Interdisciplinary,IIT@Harvard,1
Applied,Other / Interdisciplinary,IIT@MIT,1
Applied,Other / Interdisciplinary,Indiana University,1
Applied,Other / Interdisciplinary,Indiana University Bloomington,1
Applied,Other / Interdisciplinary,Institute of Economics,1
Applied,Other / Interdisciplinary,Johannes Gutenberg University Mainz,1
Applied,Other / Interdisciplinary,King's College London,1
Applied,Other / Interdisciplinary,Koblenz University of Applied Sciences,1
Applied,Other / Interdisciplinary,McGill University,1
Applied,Other / Interdisciplinary,Microsoft Research (United Kingdom),1
Applied,Other / Interdisciplinary,Moon Express (United States),1
Applied,Other / Interdisciplinary,New York University,1
Applied,Other / Interdisciplinary,Northeast Catholic College,1
Applied,Other / Interdisciplinary,Paris School of Economics,1
Applied,Other / Interdisciplinary,Princeton Public Schools,1
Applied,Other / Interdisciplinary,Princeton University,1
Applied,Other / Interdisciplinary,Purdue University West Lafayette,1
Applied,Other / Interdisciplinary,Science Oxford,1
Applied,Other / Interdisciplinary,Stanford University,1
Applied,Other / Interdisciplinary,Stockholm University,1
Applied,Other / Interdisciplinary,Tel Aviv University,1
Applied,Other / Interdisciplinary,The University of Texas at Austin,1
Applied,Other / Interdisciplinary,"Théorie Économique, Modélisation et Applications",1
Applied,Other / Interdisciplinary,Tinbergen Institute,1
Applied,Other / Interdisciplinary,Tsinghua University,1
Applied,Other / Interdisciplinary,Uber AI (United States),1
Applied,Other / Interdisciplinary,United States Census Bureau,1
Applied,Other / Interdisciplinary,University of Amsterdam,1
Applied,Other / Interdisciplinary,University of Bologna,1
Applied,Other / Interdisciplinary,University of Bonn,1
Applied,Other / Interdisciplinary,University of British Columbia,1
Applied,Other / Interdisciplinary,University of Exeter,1
Applied,Other / Interdisciplinary,University of Geneva,1
Applied,Other / Interdisciplinary,University of Gothenburg,1
Applied,Other / Interdisciplinary,University of Hong Kong,1
Applied,Other / Interdisciplinary,University of Manchester,1
Applied,Other / Interdisciplinary,University of Missouri,1
Applied,Other / Interdisciplinary,University of Ottawa,1
Applied,Other / Interdisciplinary,University of Oxford,1
Applied,Other / Interdisciplinary,University of Rochester,1
Applied,Other / Interdisciplinary,University of Toronto,1
Applied,Other / Interdisciplinary,University of Utah,1
Applied,Other / Interdisciplinary,University of Warwick,1
Applied,Other / Interdisciplinary,University of Zurich,1
Applied,Other / Interdisciplinary,Universität Koblenz,1
Applied,Other / Interdisciplinary,Uppsala University,1
Applied,Political Economy & Governance,National Bureau of Economic Research,12
Applied,Political Economy & Governance,Center for Economic and Policy Research,11
Applied,Political Economy & Governance,Harvard University,9
Applied,Political Economy & Governance,University of Chicago,9
Applied,Political Economy & Governance,"University of California, Berkeley",7
Applied,Political Economy & Governance,Columbia University,6
Applied,Political Economy & Governance,Centre for Economic Policy Research,5
Applied,Political Economy & Governance,Princeton University,5
Applied,Political Economy & Governance,University of Oxford,5
Applied,Political Economy & Governance,Yale University,5
Applied,Political Economy & Governance,Bocconi University,4
Applied,Political Economy & Governance,Dana-Farber/Harvard Cancer Center,4
Applied,Political Economy & Governance,IZA - Institute of Labor Economics,4
Applied,Political Economy & Governance,Northwestern University,4
Applied,Political Economy & Governance,Brown University,3
Applied,Political Economy & Governance,Economic Policy Institute,3
Applied,Political Economy & Governance,Fafo Foundation,3
Applied,Political Economy & Governance,Pennsylvania State University,3
Applied,Political Economy & Governance,University of Bologna,3
Applied,Political Economy & Governance,University of British Columbia,3
Applied,Political Economy & Governance,University of Southern California,3
Applied,Political Economy & Governance,BI Norwegian Business School,2
Applied,Political Economy & Governance,Bank of Italy,2
Applied,Political Economy & Governance,Boston College,2
Applied,Political Economy & Governance,Boston University,2
Applied,Political Economy & Governance,Cornell University,2
Applied,Political Economy & Governance,Duke University,2
Applied,Political Economy & Governance,HEC Montréal,2
Applied,Political Economy & Governance,Instituto Tecnológico Autónomo de México,2
Applied,Political Economy & Governance,London School of Economics and Political Science,2
Applied,Political Economy & Governance,Michigan State University,2
Applied,Political Economy & Governance,New York University Abu Dhabi,2
Applied,Political Economy & Governance,Norwegian School of Economics,2
Applied,Political Economy & Governance,Stanford University,2
Applied,Political Economy & Governance,Stockholm University,2
Applied,Political Economy & Governance,Swedish Institute,2
Applied,Political Economy & Governance,Tel Aviv University,2
Applied,Political Economy & Governance,University of Bonn,2
Applied,Political Economy & Governance,University of California San Diego,2
Applied,Political Economy & Governance,University of Connecticut,2
Applied,Political Economy & Governance,University of Essex,2
Applied,Political Economy & Governance,University of Michigan,2
Applied,Political Economy & Governance,University of Nottingham,2
Applied,Political Economy & Governance,University of Toronto,2
Applied,Political Economy & Governance,University of Virginia,2
Applied,Political Economy & Governance,Uppsala University,2
Applied,Political Economy & Governance,Aalto University,1
Applied,Political Economy & Governance,Abdul Latif Jameel Poverty Action Lab,1
Applied,Political Economy & Governance,American University,1
Applied,Political Economy & Governance,BREAD (Bureau for Research and Economic Analysis of Development),1
Applied,Political Economy & Governance,Barcelona School of Economics,1
Applied,Political Economy & Governance,Brooklyn Law School,1
Applied,Political Economy & Governance,Bureau of Economic Analysis,1
Applied,Political Economy & Governance,California Southern University,1
Applied,Political Economy & Governance,Carnegie Mellon University,1
Applied,Political Economy & Governance,Centre National de la Recherche Scientifique,1
Applied,Political Economy & Governance,Centre for Research in Engineering Surface Technology,1
Applied,Political Economy & Governance,Chicago Department of Public Health,1
Applied,Political Economy & Governance,Chinese University of Hong Kong,1
Applied,Political Economy & Governance,Christian-Albrechts-Universität zu Kiel,1
Applied,Political Economy & Governance,Claremont Graduate University,1
Applied,Political Economy & Governance,Collegio Carlo Alberto,1
Applied,Political Economy & Governance,ETH Zurich,1
Applied,Political Economy & Governance,Eastern University,1
Applied,Political Economy & Governance,Ecology and Ecosystem Health,1
Applied,Political Economy & Governance,Einaudi Institute for Economics and Finance,1
Applied,Political Economy & Governance,Electronic Product Services (Czechia),1
Applied,Political Economy & Governance,European University Institute,1
Applied,Political Economy & Governance,Federal Reserve Bank of Atlanta,1
Applied,Political Economy & Governance,Free University of Bozen-Bolzano,1
Applied,Political Economy & Governance,Fundación de Estudios de Economía Aplicada,1
Applied,Political Economy & Governance,George Mason University,1
Applied,Political Economy & Governance,George Washington University,1
Applied,Political Economy & Governance,Georgetown University,1
Applied,Political Economy & Governance,Global Development Network,1
Applied,Political Economy & Governance,Google (United States),1
Applied,Political Economy & Governance,Indian Health Service,1
Applied,Political Economy & Governance,Indian Institute of Management Ahmedabad,1
Applied,Political Economy & Governance,Institució Catalana de Recerca i Estudis Avançats,1
Applied,Political Economy & Governance,Institut d'Etudes Politiques de Paris,1
Applied,Political Economy & Governance,Institut de Política Econòmica i Governança,1
Applied,Political Economy & Governance,Institute for Advanced Study in Toulouse,1
Applied,Political Economy & Governance,Institute for Applied Economic Research,1
Applied,Political Economy & Governance,Institute for Fiscal Studies,1
Applied,Political Economy & Governance,Institute of Criminology,1
Applied,Political Economy & Governance,John F. Kennedy University,1
Applied,Political Economy & Governance,KU Leuven,1
Applied,Political Economy & Governance,Kiel Institute for the World Economy,1
Applied,Political Economy & Governance,King's College London,1
Applied,Political Economy & Governance,Korea Labor Institute,1
Applied,Political Economy & Governance,Kyoto University,1
Applied,Political Economy & Governance,Laser Scan Engineering (United Kingdom),1
Applied,Political Economy & Governance,London Business School,1
Applied,Political Economy & Governance,Los Angeles Police Department,1
Applied,Political Economy & Governance,Luxembourg Institute of Socio-Economic Research,1
Applied,Political Economy & Governance,MUJHU Research Collaboration,1
Applied,Political Economy & Governance,Madison Group (United States),1
Applied,Political Economy & Governance,Massachusetts Institute of Technology,1
Applied,Political Economy & Governance,Max Planck Institute for Behavioral Economics,1
Applied,Political Economy & Governance,National University of Singapore,1
Applied,Political Economy & Governance,New Economic School,1
Applied,Political Economy & Governance,New York University,1
Applied,Political Economy & Governance,Northeastern University,1
Applied,Political Economy & Governance,Office of International Affairs,1
Applied,Political Economy & Governance,Orchid Pharma (India),1
Applied,Political Economy & Governance,Peking University,1
Applied,Political Economy & Governance,Princeton Public Schools,1
Applied,Political Economy & Governance,Rice University,1
Applied,Political Economy & Governance,Ross School,1
Applied,Political Economy & Governance,Seoul National University,1
Applied,Political Economy & Governance,Texas A&M University,1
Applied,Political Economy & Governance,The University of Texas at Austin,1
Applied,Political Economy & Governance,The University of Texas at San Antonio,1
Applied,Political Economy & Governance,The University of Tokyo,1
Applied,Political Economy & Governance,Toulouse School of Economics,1
Applied,Political Economy & Governance,Tula University,1
Applied,Political Economy & Governance,Tulane University,1
Applied,Political Economy & Governance,UNSW Sydney,1
Applied,Political Economy & Governance,United States Military Academy,1
Applied,Political Economy & Governance,Universidad Autónoma de Madrid,1
Applied,Political Economy & Governance,Universidad Carlos III de Madrid,1
Applied,Political Economy & Governance,Universidad EAFIT,1
Applied,Political Economy & Governance,Universitat Autònoma de Barcelona,1
Applied,Political Economy & Governance,Universitat Pompeu Fabra,1
Applied,Political Economy & Governance,Universitat Ramon Llull,1
Applied,Political Economy & Governance,University College London,1
Applied,Political Economy & Governance,University of Antwerp,1
Applied,Political Economy & Governance,"University of California, Los Angeles",1
Applied,Political Economy & Governance,"University of California, Merced",1
